Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_170045_20220223_20220301_02_T1,LC08_L1TP_170045_20220223_20220301_02_T1,LC81700452022054LGN00,2022/02/23,T1,2, 170, 045, 170, 045,NADIR,   0.000,2022/03/01,2022/03/01,2022-02-23 07:48:56.029399,2022-02-23 07:49:27.799399,LGN,DAY,  18.17,  39.51,449,5,    5.837,    4.103,    4.152,LPGS_15.6.0,48.88163645,137.20344005,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.90"N,39°04'19.70"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'38.56"N,37°58'33.64"E,20°36'35.28"N,40°10'01.06"E, 21.67136,  39.07214, 22.71640,  37.96103, 22.71540,  40.18403, 20.61071,  37.97601, 20.60980,  40.16696,LC08_L2SP_170045_20220223_20220301_02_T1,LC81700452022054LGN00
LC09_L2SP_170045_20220303_20230426_02_T1,LC09_L1TP_170045_20220303_20230426_02_T1,LC91700452022062LGN01,2022/03/03,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/04/26,2023/04/26,2022-03-03 07:48:55,2022-03-03 07:49:27,LGN,DAY,   0.02,   0.02,584,5,    5.000,    3.458,    3.612,LPGS_16.2.0,51.38697424,134.54631523,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.94"N,39°04'45.73"E,22°42'49.43"N,37°58'00.84"E,22°42'45.50"N,40°11'23.46"E,20°36'48.42"N,37°58'54.30"E,20°36'44.89"N,40°10'21.86"E, 21.67165,  39.07937, 22.71373,  37.96690, 22.71264,  40.18985, 20.61345,  37.98175, 20.61247,  40.17274,LC09_L2SP_170045_20220303_20230426_02_T1,LC91700452022062LGN01
LC08_L2SP_170045_20220311_20220321_02_T1,LC08_L1TP_170045_20220311_20220321_02_T1,LC81700452022070LGN00,2022/03/11,T1,2, 170, 045, 170, 045,NADIR,   0.000,2022/03/21,2022/03/21,2022-03-11 07:48:52.48996,2022-03-11 07:49:24.25996,LGN,DAY,   9.37,  12.96,553,5,    5.430,    3.850,    3.829,LPGS_15.6.0,53.96075229,131.57251618,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.47"N,39°03'22.57"E,22°42'58.64"N,37°56'36.64"E,22°42'55.91"N,40°09'59.40"E,20°36'47.92"N,37°57'31.39"E,20°36'45.47"N,40°08'58.96"E, 21.67152,  39.05627, 22.71629,  37.94351, 22.71553,  40.16650, 20.61331,  37.95872, 20.61263,  40.14971,LC08_L2SP_170045_20220311_20220321_02_T1,LC81700452022070LGN00
LC09_L2SP_170045_20220319_20230424_02_T1,LC09_L1TP_170045_20220319_20230424_02_T1,LC91700452022078LGN01,2022/03/19,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/04/24,2023/04/24,2022-03-19 07:48:54,2022-03-19 07:49:26,LGN,DAY,  17.95,  27.30,377,5,    5.351,    3.754,    3.813,LPGS_16.2.0,56.58133790,128.32194532,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.40"N,39°03'30.42"E,22°42'48.96"N,37°56'47.22"E,22°42'46.04"N,40°10'09.84"E,20°36'47.99"N,37°57'41.76"E,20°36'45.40"N,40°09'09.32"E, 21.67150,  39.05845, 22.71360,  37.94645, 22.71279,  40.16940, 20.61333,  37.96160, 20.61261,  40.15259,LC09_L2SP_170045_20220319_20230424_02_T1,LC91700452022078LGN01
LC08_L2SP_170045_20220327_20220330_02_T1,LC08_L1TP_170045_20220327_20220330_02_T1,LC81700452022086LGN00,2022/03/27,T1,2, 170, 045, 170, 045,NADIR,   0.000,2022/03/30,2022/03/30,2022-03-27 07:48:40.851229,2022-03-27 07:49:12.621229,LGN,DAY,   0.36,   0.21,579,5,    5.545,    3.994,    3.847,LPGS_15.6.0,59.08877343,124.58443200,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.40"N,39°04'09.37"E,22°42'59"N,37°57'29.20"E,22°42'55.51"N,40°10'52"E,20°36'48.24"N,37°58'23.20"E,20°36'45.11"N,40°09'50.80"E, 21.67150,  39.06927, 22.71639,  37.95811, 22.71542,  40.18111, 20.61340,  37.97311, 20.61253,  40.16411,LC08_L2SP_170045_20220327_20220330_02_T1,LC81700452022086LGN00
LC09_L2SP_170045_20220404_20230423_02_T1,LC09_L1TP_170045_20220404_20230423_02_T1,LC91700452022094LGN01,2022/04/04,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/04/23,2023/04/23,2022-04-04 07:48:50,2022-04-04 07:49:22,LGN,DAY,   0.00,   1.21,563,5,    5.542,    3.846,    3.990,LPGS_16.2.0,61.48131893,120.42895216,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.04"N,39°02'35.34"E,22°42'48.60"N,37°55'54.66"E,22°42'46.44"N,40°09'17.28"E,20°36'47.66"N,37°56'49.92"E,20°36'45.72"N,40°08'17.52"E, 21.67140,  39.04315, 22.71350,  37.93185, 22.71290,  40.15480, 20.61324,  37.94720, 20.61270,  40.13820,LC09_L2SP_170045_20220404_20230423_02_T1,LC91700452022094LGN01
LC08_L2SP_170045_20220412_20220419_02_T1,LC08_L1TP_170045_20220412_20220419_02_T1,LC81700452022102LGN00,2022/04/12,T1,2, 170, 045, 170, 045,NADIR,   0.000,2022/04/19,2022/04/19,2022-04-12 07:48:43.967169,2022-04-12 07:49:15.737168,LGN,DAY,   0.17,   0.07,520,5,    5.643,    3.661,    4.294,LPGS_15.6.0,63.56926991,115.66653674,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.22"N,39°00'54.22"E,22°42'57.64"N,37°54'09.43"E,22°42'56.95"N,40°07'32.20"E,20°36'47.05"N,37°55'06.31"E,20°36'46.40"N,40°06'33.88"E, 21.67145,  39.01506, 22.71601,  37.90262, 22.71582,  40.12561, 20.61307,  37.91842, 20.61289,  40.10941,LC08_L2SP_170045_20220412_20220419_02_T1,LC81700452022102LGN00
LC09_L2SP_170045_20220420_20230421_02_T1,LC09_L1TP_170045_20220420_20230421_02_T1,LC91700452022110LGN01,2022/04/20,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/04/21,2023/04/21,2022-04-20 07:48:40,2022-04-20 07:49:12,LGN,DAY,   0.06,   2.65,563,5,    5.608,    3.693,    4.220,LPGS_16.2.0,65.39718849,110.51209999,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.26"N,39°03'02.77"E,22°42'48.82"N,37°56'26.20"E,22°42'46.30"N,40°09'38.30"E,20°36'47.88"N,37°57'21.02"E,20°36'45.58"N,40°08'38.26"E, 21.67146,  39.05077, 22.71356,  37.94061, 22.71286,  40.16064, 20.61330,  37.95584, 20.61266,  40.14396,LC09_L2SP_170045_20220420_20230421_02_T1,LC91700452022110LGN01
LC08_L2SP_170045_20220428_20220503_02_T1,LC08_L1TP_170045_20220428_20220503_02_T1,LC81700452022118LGN00,2022/04/28,T1,2, 170, 045, 170, 045,NADIR,   0.000,2022/05/03,2022/05/03,2022-04-28 07:48:39.570504,2022-04-28 07:49:11.340503,LGN,DAY,   3.79,   4.47,460,5,    6.670,    4.341,    5.064,LPGS_15.6.0,66.83010530,104.98341922,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.86"N,39°04'14.63"E,22°42'59"N,37°57'29.20"E,22°42'55.51"N,40°10'52"E,20°36'38.48"N,37°58'23.27"E,20°36'35.35"N,40°09'50.72"E, 21.67135,  39.07073, 22.71639,  37.95811, 22.71542,  40.18111, 20.61069,  37.97313, 20.60982,  40.16409,LC08_L2SP_170045_20220428_20220503_02_T1,LC81700452022118LGN00
LC09_L2SP_170045_20220506_20230417_02_T1,LC09_L1TP_170045_20220506_20230417_02_T1,LC91700452022126LGN01,2022/05/06,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/04/17,2023/04/17,2022-05-06 07:48:36,2022-05-06 07:49:08,LGN,DAY,   0.03,   0.02,548,5,    6.363,    3.851,    5.065,LPGS_16.2.0,67.77911281,99.30010114,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.01"N,39°01'54.01"E,22°42'48.31"N,37°55'12.61"E,22°42'46.73"N,40°08'35.23"E,20°36'47.41"N,37°56'08.48"E,20°36'46.01"N,40°07'36.05"E, 21.67167,  39.03167, 22.71342,  37.92017, 22.71298,  40.14312, 20.61317,  37.93569, 20.61278,  40.12668,LC09_L2SP_170045_20220506_20230417_02_T1,LC91700452022126LGN01
LC08_L2SP_170045_20220514_20220519_02_T1,LC08_L1TP_170045_20220514_20220519_02_T1,LC81700452022134LGN00,2022/05/14,T1,2, 170, 045, 170, 045,NADIR,   0.000,2022/05/19,2022/05/19,2022-05-14 07:48:49.713248,2022-05-14 07:49:21.483248,LGN,DAY,   0.04,   0.32,559,5,    6.701,    4.190,    5.229,LPGS_15.6.0,68.44121294,93.97231045,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.52"N,39°03'25.24"E,22°42'58.64"N,37°56'36.64"E,22°42'55.80"N,40°10'09.91"E,20°36'47.92"N,37°57'31.39"E,20°36'45.40"N,40°09'09.32"E, 21.67181,  39.05701, 22.71629,  37.94351, 22.71550,  40.16942, 20.61331,  37.95872, 20.61261,  40.15259,LC08_L2SP_170045_20220514_20220519_02_T1,LC81700452022134LGN00
LC09_L2SP_170045_20220522_20230415_02_T1,LC09_L1TP_170045_20220522_20230415_02_T1,LC91700452022142LGN01,2022/05/22,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/04/15,2023/04/15,2022-05-22 07:48:24,2022-05-22 07:48:56,LGN,DAY,   0.00,  17.66,555,5,    6.488,    3.806,    5.255,LPGS_16.2.0,68.55379295,89.17451538,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.66"N,39°02'22.74"E,22°42'58.28"N,37°55'44.08"E,22°42'56.27"N,40°09'06.84"E,20°36'47.63"N,37°56'39.55"E,20°36'45.79"N,40°08'07.15"E, 21.67185,  39.03965, 22.71619,  37.92891, 22.71563,  40.15190, 20.61323,  37.94432, 20.61272,  40.13532,LC09_L2SP_170045_20220522_20230415_02_T1,LC91700452022142LGN01
LC08_L2SP_170045_20220530_20220603_02_T1,LC08_L1TP_170045_20220530_20220603_02_T1,LC81700452022150LGN00,2022/05/30,T1,2, 170, 045, 170, 045,NADIR,   0.000,2022/06/03,2022/06/03,2022-05-30 07:48:52.150198,2022-05-30 07:49:23.920198,LGN,DAY,   0.40,   1.94,549,5,    6.294,    3.538,    5.205,LPGS_15.6.0,68.62659795,85.39218086,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.19"N,39°04'27.16"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'48.31"N,37°58'33.56"E,20°36'45.04"N,40°10'01.16"E, 21.67172,  39.07421, 22.71640,  37.96103, 22.71540,  40.18403, 20.61342,  37.97599, 20.61251,  40.16699,LC08_L2SP_170045_20220530_20220603_02_T1,LC81700452022150LGN00
LC09_L2SP_170045_20220607_20230410_02_T1,LC09_L1TP_170045_20220607_20230410_02_T1,LC91700452022158LGN02,2022/06/07,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/04/10,2023/04/10,2022-06-07 07:48:26,2022-06-07 07:48:58,LGN,DAY,   0.00,   0.00,548,5,    6.612,    3.786,    5.421,LPGS_16.2.0,68.26047169,82.67903719,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.33"N,39°03'54"E,22°42'58.86"N,37°57'08.17"E,22°42'55.58"N,40°10'41.48"E,20°36'48.10"N,37°58'02.46"E,20°36'45.18"N,40°09'40.43"E, 21.67148,  39.06500, 22.71635,  37.95227, 22.71544,  40.17819, 20.61336,  37.96735, 20.61255,  40.16123,LC09_L2SP_170045_20220607_20230410_02_T1,LC91700452022158LGN02
LC08_L2SP_170045_20220615_20220627_02_T1,LC08_L1TP_170045_20220615_20220627_02_T1,LC81700452022166LGN00,2022/06/15,T1,2, 170, 045, 170, 045,NADIR,   0.000,2022/06/27,2022/06/27,2022-06-15 07:49:04.711844,2022-06-15 07:49:36.481844,LGN,DAY,   0.01,   0.00,533,5,    6.866,    3.936,    5.626,LPGS_16.1.0,68.03011025,81.18816647,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.69"N,39°02'49.85"E,22°42'58.43"N,37°56'05.10"E,22°42'56.12"N,40°09'27.86"E,20°36'37.98"N,37°57'00.36"E,20°36'35.89"N,40°08'27.82"E, 21.67158,  39.04718, 22.71623,  37.93475, 22.71559,  40.15774, 20.61055,  37.95010, 20.60997,  40.14106,LC08_L2SP_170045_20220615_20220627_02_T1,LC81700452022166LGN00
LC09_L2SP_170045_20220623_20230410_02_T1,LC09_L1TP_170045_20220623_20230410_02_T1,LC91700452022174LGN01,2022/06/23,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/04/10,2023/04/10,2022-06-23 07:48:44,2022-06-23 07:49:16,LGN,DAY,  30.99,  28.83,294,5,    6.606,    3.830,    5.382,LPGS_16.2.0,67.53596201,80.88060756,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.62"N,39°01'25.50"E,22°42'57.85"N,37°54'40.97"E,22°42'56.74"N,40°08'03.77"E,20°36'47.23"N,37°55'37.38"E,20°36'46.19"N,40°07'04.98"E, 21.67184,  39.02375, 22.71607,  37.91138, 22.71576,  40.13438, 20.61312,  37.92705, 20.61283,  40.11805,LC09_L2SP_170045_20220623_20230410_02_T1,LC91700452022174LGN01
LC08_L2SP_170045_20220701_20220708_02_T1,LC08_L1TP_170045_20220701_20220708_02_T1,LC81700452022182LGN00,2022/07/01,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2022/07/08,2022/07/08,2022-07-01 07:49:08,2022-07-01 07:49:40,LGN,DAY,   0.00,   0.00,562,5,    6.418,    3.621,    5.299,LPGS_16.1.0,67.27062795,81.71971595,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.52"N,39°03'16.78"E,22°42'58.64"N,37°56'36.64"E,22°42'55.91"N,40°09'59.40"E,20°36'47.92"N,37°57'31.39"E,20°36'45.47"N,40°08'58.96"E, 21.67181,  39.05466, 22.71629,  37.94351, 22.71553,  40.16650, 20.61331,  37.95872, 20.61263,  40.14971,LC08_L2SP_170045_20220701_20220708_02_T1,LC81700452022182LGN00
LC09_L2SP_170045_20220709_20230408_02_T1,LC09_L1TP_170045_20220709_20230408_02_T1,LC91700452022190LGN01,2022/07/09,T1,2, 170, 045, 170, 045,NADIR,   0.001,2023/04/08,2023/04/08,2022-07-09 07:48:44,2022-07-09 07:49:16,LGN,DAY,   0.38,   3.03,563,5,    6.416,    3.578,    5.326,LPGS_16.2.0,66.83407951,83.61805452,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.08"N,39°03'33.73"E,22°42'58.72"N,37°56'47.15"E,22°42'55.80"N,40°10'09.91"E,20°36'47.99"N,37°57'41.76"E,20°36'45.40"N,40°09'09.32"E, 21.67169,  39.05937, 22.71631,  37.94643, 22.71550,  40.16942, 20.61333,  37.96160, 20.61261,  40.15259,LC09_L2SP_170045_20220709_20230408_02_T1,LC91700452022190LGN01
LC08_L2SP_170045_20220717_20220726_02_T1,LC08_L1TP_170045_20220717_20220726_02_T1,LC81700452022198LGN00,2022/07/17,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2022/07/26,2022/07/26,2022-07-17 07:49:08,2022-07-17 07:49:40,LGN,DAY,   2.00,   2.08,525,5,    6.379,    3.714,    5.186,LPGS_16.1.0,66.64121194,86.54162433,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.55"N,39°04'46.60"E,22°42'59.18"N,37°58'00.77"E,22°42'55.26"N,40°11'23.53"E,20°36'48.42"N,37°58'54.30"E,20°36'44.89"N,40°10'21.86"E, 21.67182,  39.07961, 22.71644,  37.96688, 22.71535,  40.18987, 20.61345,  37.98175, 20.61247,  40.17274,LC08_L2SP_170045_20220717_20220726_02_T1,LC81700452022198LGN00
LC09_L2SP_170045_20220725_20230406_02_T1,LC09_L1TP_170045_20220725_20230406_02_T1,LC91700452022206LGN01,2022/07/25,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/04/06,2023/04/06,2022-07-25 07:48:52,2022-07-25 07:49:24,LGN,DAY,  35.85,  56.31,251,5,    7.182,    4.149,    5.863,LPGS_16.2.0,66.26531544,90.32476799,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.22"N,39°03'23.40"E,22°42'58.64"N,37°56'36.64"E,22°42'55.91"N,40°09'59.40"E,20°36'47.92"N,37°57'31.39"E,20°36'45.47"N,40°08'58.96"E, 21.67145,  39.05650, 22.71629,  37.94351, 22.71553,  40.16650, 20.61331,  37.95872, 20.61263,  40.14971,LC09_L2SP_170045_20220725_20230406_02_T1,LC91700452022206LGN01
LC08_L2SP_170045_20220802_20220806_02_T1,LC08_L1TP_170045_20220802_20220806_02_T1,LC81700452022214LGN00,2022/08/02,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2022/08/06,2022/08/06,2022-08-02 07:49:20,2022-08-02 07:49:52,LGN,DAY,  51.19,  55.84,211,5,    8.236,    5.411,    6.209,LPGS_16.1.0,66.04628745,95.00191686,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.90"N,39°03'07.52"E,22°42'58.57"N,37°56'26.12"E,22°42'55.98"N,40°09'48.89"E,20°36'47.88"N,37°57'21.02"E,20°36'45.50"N,40°08'48.59"E, 21.67164,  39.05209, 22.71627,  37.94059, 22.71555,  40.16358, 20.61330,  37.95584, 20.61264,  40.14683,LC08_L2SP_170045_20220802_20220806_02_T1,LC81700452022214LGN00
LC09_L2SP_170045_20220810_20230403_02_T1,LC09_L1TP_170045_20220810_20230403_02_T1,LC91700452022222LGN01,2022/08/10,T1,2, 170, 045, 170, 045,NADIR,   0.001,2023/04/03,2023/04/03,2022-08-10 07:49:04,2022-08-10 07:49:35,LGN,DAY,  14.73,  23.26,413,5,    6.659,    4.132,    5.222,LPGS_16.2.0,65.57192643,100.26360890,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.87"N,39°02'22.88"E,22°42'58.21"N,37°55'33.56"E,22°42'56.27"N,40°09'06.84"E,20°36'47.56"N,37°56'29.22"E,20°36'45.79"N,40°08'07.15"E, 21.67163,  39.03969, 22.71617,  37.92599, 22.71563,  40.15190, 20.61321,  37.94145, 20.61272,  40.13532,LC09_L2SP_170045_20220810_20230403_02_T1,LC91700452022222LGN01
LC08_L2SP_170045_20220818_20220824_02_T1,LC08_L1TP_170045_20220818_20220824_02_T1,LC81700452022230LGN00,2022/08/18,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2022/08/24,2022/08/24,2022-08-18 07:49:26,2022-08-18 07:49:58,LGN,DAY,   0.57,   8.26,563,5,    6.087,    3.986,    4.600,LPGS_16.1.0,65.11970908,106.18295013,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.15"N,39°02'45.89"E,22°42'58.43"N,37°56'05.10"E,22°42'56.12"N,40°09'27.86"E,20°36'37.98"N,37°57'00.36"E,20°36'35.89"N,40°08'27.82"E, 21.67143,  39.04608, 22.71623,  37.93475, 22.71559,  40.15774, 20.61055,  37.95010, 20.60997,  40.14106,LC08_L2SP_170045_20220818_20220824_02_T1,LC81700452022230LGN00
LC09_L2SP_170045_20220826_20230401_02_T1,LC09_L1TP_170045_20220826_20230401_02_T1,LC91700452022238LGN01,2022/08/26,T1,2, 170, 045, 170, 045,NADIR,   0.001,2023/04/01,2023/04/01,2022-08-26 07:49:08,2022-08-26 07:49:40,LGN,DAY,   9.93,  22.65,566,5,    5.628,    3.814,    4.139,LPGS_16.2.0,64.30751454,112.26795872,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.34"N,39°02'53.52"E,22°42'58.43"N,37°56'05.10"E,22°42'56.05"N,40°09'38.38"E,20°36'47.74"N,37°57'00.29"E,20°36'45.58"N,40°08'38.26"E, 21.67176,  39.04820, 22.71623,  37.93475, 22.71557,  40.16066, 20.61326,  37.95008, 20.61266,  40.14396,LC09_L2SP_170045_20220826_20230401_02_T1,LC91700452022238LGN01
LC08_L2SP_170045_20220903_20220913_02_T1,LC08_L1TP_170045_20220903_20220913_02_T1,LC81700452022246LGN00,2022/09/03,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2022/09/13,2022/09/13,2022-09-03 07:49:26,2022-09-03 07:49:57,LGN,DAY,   0.00,   0.05,554,5,    5.274,    3.433,    4.004,LPGS_16.1.0,63.38128381,118.61484525,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.36"N,39°03'40.90"E,22°42'58.79"N,37°56'57.66"E,22°42'55.73"N,40°10'20.46"E,20°36'38.30"N,37°57'52.16"E,20°36'35.57"N,40°09'19.62"E, 21.67149,  39.06136, 22.71633,  37.94935, 22.71548,  40.17235, 20.61064,  37.96449, 20.60988,  40.15545,LC08_L2SP_170045_20220903_20220913_02_T1,LC81700452022246LGN00
LC09_L2SP_170045_20220911_20230329_02_T1,LC09_L1TP_170045_20220911_20230329_02_T1,LC91700452022254LGN01,2022/09/11,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/03/29,2023/03/29,2022-09-11 07:49:09,2022-09-11 07:49:40,LGN,DAY,   0.00,   2.31,590,5,    4.941,    3.444,    3.543,LPGS_16.2.0,62.05813691,124.62597019,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.12"N,39°04'00.26"E,22°42'58.93"N,37°57'18.68"E,22°42'55.58"N,40°10'41.48"E,20°36'48.17"N,37°58'12.83"E,20°36'45.18"N,40°09'40.43"E, 21.67170,  39.06674, 22.71637,  37.95519, 22.71544,  40.17819, 20.61338,  37.97023, 20.61255,  40.16123,LC09_L2SP_170045_20220911_20230329_02_T1,LC91700452022254LGN01
LC08_L2SP_170045_20220919_20220928_02_T1,LC08_L1TP_170045_20220919_20220928_02_T1,LC81700452022262LGN00,2022/09/19,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2022/09/28,2022/09/28,2022-09-19 07:49:33,2022-09-19 07:50:04,LGN,DAY,   0.00,   0.00,590,5,    4.892,    3.357,    3.559,LPGS_16.1.0,60.56178391,130.46094070,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.80"N,39°02'30.19"E,22°42'58.28"N,37°55'44.08"E,22°42'56.27"N,40°09'06.84"E,20°36'37.87"N,37°56'39.62"E,20°36'36.04"N,40°08'07.08"E, 21.67161,  39.04172, 22.71619,  37.92891, 22.71563,  40.15190, 20.61052,  37.94434, 20.61001,  40.13530,LC08_L2SP_170045_20220919_20220928_02_T1,LC81700452022262LGN00
LC09_L2SP_170045_20220927_20230327_02_T1,LC09_L1TP_170045_20220927_20230327_02_T1,LC91700452022270LGN01,2022/09/27,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/03/27,2023/03/27,2022-09-27 07:49:15,2022-09-27 07:49:47,LGN,DAY,   1.26,  26.51,563,5,    5.379,    3.704,    3.900,LPGS_16.2.0,58.71248781,135.57763519,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'16.93"N,39°03'23.69"E,22°42'48.89"N,37°56'36.71"E,22°42'46.04"N,40°10'09.84"E,20°36'47.92"N,37°57'31.39"E,20°36'45.40"N,40°09'09.32"E, 21.67137,  39.05658, 22.71358,  37.94353, 22.71279,  40.16940, 20.61331,  37.95872, 20.61261,  40.15259,LC09_L2SP_170045_20220927_20230327_02_T1,LC91700452022270LGN01
LC08_L2SP_170045_20221005_20221012_02_T1,LC08_L1TP_170045_20221005_20221012_02_T1,LC81700452022278LGN00,2022/10/05,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2022/10/12,2022/10/12,2022-10-05 07:49:30,2022-10-05 07:50:02,LGN,DAY,   0.00,   2.36,598,5,    5.027,    3.324,    3.770,LPGS_16.1.0,56.72857565,140.23414823,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.59"N,39°03'25.92"E,22°42'58.72"N,37°56'47.15"E,22°42'55.80"N,40°10'09.91"E,20°36'47.99"N,37°57'41.76"E,20°36'45.40"N,40°09'09.32"E, 21.67183,  39.05720, 22.71631,  37.94643, 22.71550,  40.16942, 20.61333,  37.96160, 20.61261,  40.15259,LC08_L2SP_170045_20221005_20221012_02_T1,LC81700452022278LGN00
LC09_L2SP_170045_20221013_20230326_02_T1,LC09_L1TP_170045_20221013_20230326_02_T1,LC91700452022286LGN01,2022/10/13,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/03/26,2023/03/26,2022-10-13 07:49:19,2022-10-13 07:49:51,LGN,DAY,   0.00,   1.23,594,5,    5.217,    3.711,    3.667,LPGS_16.2.0,54.52637120,144.03953973,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.23"N,39°03'10.48"E,22°42'58.57"N,37°56'26.12"E,22°42'55.98"N,40°09'48.89"E,20°36'47.88"N,37°57'21.02"E,20°36'45.50"N,40°08'48.59"E, 21.67173,  39.05291, 22.71627,  37.94059, 22.71555,  40.16358, 20.61330,  37.95584, 20.61264,  40.14683,LC09_L2SP_170045_20221013_20230326_02_T1,LC91700452022286LGN01
